Serial Number,Year,Modification,Selling Price (INR),Place,Percentage of Population Stop Using,Percentage of Population Increased Usage,Service Type,User Satisfaction (1-5),Network Type,Average Data Usage (GB),Customer Age Group,Profits
SERIAL_0786,2020,New Feature,4199,Hyderabad,0.3153,0.2409,Data,1,3G,118.93,26-40,-312.40560000000005
SERIAL_0146,2020,Price Reduction,4199,Bangalore,0.0759,0.5286,Data,4,4G,2.92,40+,1900.8872999999999
SERIAL_0914,2020,5G Upgrade,2399,Kolkata,0.4303,0.1226,SMS,3,5G,78.59,18-25,-738.1723000000001
SERIAL_0051,2020,Price Reduction,2879,Delhi,0.381,0.45439999999999997,SMS,3,2G,29.39,40+,211.31859999999983
SERIAL_0918,2020,Price Reduction,2879,Kolkata,0.1371,0.5663,Call,3,4G,111.77,26-40,1235.6668
SERIAL_0594,2020,Plan Update,3119,Mumbai,0.2861,0.0691,Call,5,2G,31.11,40+,-676.8230000000001
SERIAL_0597,2020,5G Upgrade,2999,Kolkata,0.20600000000000002,0.18530000000000002,Data,1,4G,25.45,26-40,-62.07929999999999
SERIAL_0601,2020,Plan Update,3119,Mumbai,0.0953,0.2878,Call,5,3G,24.03,40+,600.4075
SERIAL_0789,2020,Price Reduction,4199,Chennai,0.10060000000000001,0.5555,Data,1,2G,56.82,26-40,1910.1251
SERIAL_0578,2020,Price Reduction,4199,Kolkata,0.3039,0.5759000000000001,Data,5,4G,73.75,40+,1142.1280000000004
SERIAL_0061,2020,5G Upgrade,4199,Hyderabad,0.2962,0.3406,Data,3,2G,90.8,18-25,186.4355999999998
SERIAL_0793,2020,5G Upgrade,2999,Kolkata,0.0073,0.4464,Data,2,4G,136.95,18-25,1316.8609
SERIAL_0792,2020,Plan Update,2879,Kolkata,0.42590000000000006,0.46990000000000004,Data,4,4G,67.8,40+,126.67599999999993
SERIAL_0048,2020,New Feature,2399,Bangalore,0.40240000000000004,0.191,Data,3,5G,129.21,40+,-507.14860000000004
SERIAL_0376,2020,Price Reduction,2399,Bangalore,0.1201,0.49200000000000005,SMS,5,2G,98.81,26-40,892.1881000000003
SERIAL_0577,2020,Plan Update,2999,Mumbai,0.11720000000000001,0.49079999999999996,Data,1,3G,26.98,26-40,1120.4263999999998
SERIAL_0380,2020,Price Reduction,2399,Chennai,0.0355,0.1376,Call,4,5G,33.74,26-40,244.9379
SERIAL_0364,2020,Plan Update,2399,Delhi,0.3059,0.4569,SMS,4,3G,138.73,40+,362.249
SERIAL_0900,2021,Price Reduction,2999,Mumbai,0.2889,0.0529,Data,2,4G,53.52,26-40,-707.7639999999999
SERIAL_0769,2021,Price Reduction,2399,Delhi,0.3531,0.0588,SMS,3,3G,139.86,18-25,-706.0257
SERIAL_0916,2021,New Feature,3119,Delhi,0.3575,0.192,Call,1,4G,61.07,18-25,-516.1945000000001
SERIAL_0820,2021,5G Upgrade,2999,Delhi,0.13449999999999998,0.5484,Call,3,4G,108.57,18-25,1241.2861
SERIAL_0723,2021,New Feature,4199,Delhi,0.12689999999999999,0.2661,SMS,1,5G,124.95,40+,584.5008000000001
SERIAL_0759,2021,5G Upgrade,2399,Bangalore,0.2155,0.2938,Call,5,4G,70.67,26-40,187.84169999999995
SERIAL_0816,2021,Plan Update,3119,Bangalore,0.0425,0.15839999999999999,Call,2,3G,1.65,40+,361.49209999999994
SERIAL_0947,2021,New Feature,4199,Chennai,0.2059,0.3423,SMS,4,2G,80.72,18-25,572.7436
SERIAL_0989,2021,Price Reduction,2399,Kolkata,0.2633,0.0964,Data,1,5G,120.88,18-25,-400.3931
SERIAL_0931,2021,New Feature,4199,Mumbai,0.1084,0.3555,SMS,2,4G,141.27,40+,1037.5729000000001
SERIAL_0930,2021,New Feature,2399,Delhi,0.0843,0.5722,Data,4,2G,136.18,40+,1170.4721000000002
SERIAL_0920,2021,Price Reduction,3119,Kolkata,0.494,0.2614,SMS,2,4G,5.26,40+,-725.4793999999999
SERIAL_0775,2021,Price Reduction,2399,Hyderabad,0.2877,0.11869999999999999,SMS,4,4G,54.45,26-40,-405.4310000000001
SERIAL_0054,2021,Plan Update,2399,Mumbai,0.406,0.4531,SMS,1,5G,132.88,26-40,112.99290000000008
SERIAL_0037,2021,New Feature,2399,Mumbai,0.4865,0.1452,Call,1,4G,46.87,26-40,-818.7787
SERIAL_0751,2021,New Feature,2879,Hyderabad,0.1545,0.5488000000000001,Call,4,3G,145.07,26-40,1135.1897000000004
SERIAL_0824,2021,New Feature,2399,Mumbai,0.32270000000000004,0.0809,SMS,2,2G,120.41,18-25,-580.0782
SERIAL_0745,2021,Plan Update,2999,Chennai,0.3563,0.23190000000000002,SMS,3,3G,34.51,40+,-373.0755999999999
SERIAL_0945,2021,New Feature,3119,Delhi,0.3533,0.5239,Call,3,5G,90.17,18-25,532.1014
SERIAL_0961,2021,5G Upgrade,3119,Bangalore,0.17989999999999998,0.39390000000000003,Data,5,4G,148.77,18-25,667.4660000000001
SERIAL_0044,2021,New Feature,2999,Kolkata,0.1471,0.4629,SMS,2,5G,115.05,18-25,947.0841999999998
SERIAL_0009,2021,New Feature,2399,Chennai,0.2846,0.5797,SMS,5,4G,92.0,18-25,707.9449
SERIAL_0960,2021,New Feature,2399,Chennai,0.022099999999999998,0.037599999999999995,Data,2,3G,12.48,40+,37.184499999999986
SERIAL_0876,2021,New Feature,3119,Hyderabad,0.40509999999999996,0.1247,Data,5,2G,144.76,18-25,-874.5675999999999
SERIAL_0943,2021,Price Reduction,4199,Chennai,0.34149999999999997,0.5611999999999999,SMS,5,4G,132.18,40+,922.5202999999999
SERIAL_0763,2021,New Feature,2879,Hyderabad,0.3992,0.2566,SMS,1,4G,34.72,26-40,-410.5454000000001
SERIAL_0756,2021,Plan Update,2399,Bangalore,0.4265,0.2903,Call,1,2G,139.33,40+,-326.74379999999996
SERIAL_0797,2021,New Feature,3119,Delhi,0.47590000000000005,0.22260000000000002,Data,3,5G,6.98,26-40,-790.0427
SERIAL_0867,2021,Price Reduction,2999,Mumbai,0.0246,0.47600000000000003,Data,1,3G,108.82,26-40,1353.7486000000001
SERIAL_0969,2021,Plan Update,4199,Mumbai,0.1702,0.11,Data,3,5G,78.75,26-40,-252.77980000000002
SERIAL_0907,2021,Price Reduction,4199,Hyderabad,0.49479999999999996,0.2862,Data,2,3G,141.75,18-25,-875.9114
SERIAL_0059,2021,Plan Update,2999,Bangalore,0.0184,0.1392,SMS,5,4G,100.67,26-40,362.27919999999995
SERIAL_0973,2021,5G Upgrade,4199,Chennai,0.4111,0.3348,Call,1,4G,127.61,18-25,-320.3837000000001
SERIAL_0889,2021,New Feature,2399,Delhi,0.3106,0.0676,Call,1,5G,115.92,26-40,-582.9569999999999
SERIAL_0975,2021,New Feature,2399,Bangalore,0.2875,0.0509,SMS,2,3G,17.94,40+,-567.6034
SERIAL_0810,2021,Price Reduction,2999,Hyderabad,0.3873,0.325,Data,4,2G,11.85,40+,-186.83769999999993
SERIAL_0977,2021,Price Reduction,2999,Hyderabad,0.42719999999999997,0.5637,SMS,3,3G,32.37,26-40,409.36350000000016
SERIAL_0941,2021,Price Reduction,4199,Bangalore,0.45890000000000003,0.4092,Call,5,3G,35.61,26-40,-208.69029999999998
SERIAL_0013,2021,Price Reduction,2879,Kolkata,0.1864,0.37520000000000003,SMS,1,3G,138.26,18-25,543.5552
SERIAL_0192,2021,5G Upgrade,2999,Kolkata,0.3444,0.3544,Call,1,2G,63.95,26-40,29.99000000000001
SERIAL_0441,2021,Price Reduction,2879,Bangalore,0.0194,0.4929,Call,4,4G,49.31,18-25,1363.2065
SERIAL_0552,2021,5G Upgrade,2879,Hyderabad,0.0747,0.3002,SMS,2,4G,88.93,40+,649.2145
SERIAL_0554,2021,New Feature,4199,Chennai,0.1672,0.43770000000000003,Call,3,3G,55.15,18-25,1135.8295000000003
SERIAL_0357,2021,5G Upgrade,2999,Chennai,0.1523,0.4292,SMS,5,4G,54.24,26-40,830.4231000000002
SERIAL_0562,2021,Plan Update,4199,Chennai,0.3265,0.2772,Call,5,4G,129.97,40+,-207.01070000000004
SERIAL_0345,2021,New Feature,2879,Chennai,0.42469999999999997,0.0855,Call,3,4G,38.41,26-40,-976.5568
SERIAL_0344,2021,Plan Update,2999,Chennai,0.1865,0.0708,Data,5,4G,105.1,18-25,-346.98429999999996
SERIAL_0343,2021,5G Upgrade,2999,Bangalore,0.166,0.5892000000000001,SMS,5,4G,104.22,18-25,1269.1768000000002
SERIAL_0148,2021,New Feature,4199,Kolkata,0.1325,0.168,Data,5,3G,30.49,40+,149.06449999999995
SERIAL_0341,2021,5G Upgrade,3119,Mumbai,0.44780000000000003,0.2707,SMS,5,4G,104.38,40+,-552.3749
SERIAL_0359,2021,Plan Update,2879,Mumbai,0.18350000000000002,0.3016,SMS,5,2G,29.23,40+,340.0098999999999
SERIAL_0338,2021,5G Upgrade,3119,Chennai,0.1514,0.2298,Data,3,2G,80.4,18-25,244.52960000000002
SERIAL_0590,2021,5G Upgrade,3119,Bangalore,0.3215,0.5218,Data,3,2G,2.98,40+,624.7357000000001
SERIAL_0456,2021,Price Reduction,2399,Kolkata,0.4796,0.08449999999999999,Call,5,5G,41.07,26-40,-947.8449
SERIAL_0317,2021,Price Reduction,2399,Chennai,0.36579999999999996,0.2845,Call,4,2G,43.87,40+,-195.03869999999995
SERIAL_0593,2021,Plan Update,4199,Kolkata,0.49310000000000004,0.0362,Call,4,4G,21.94,40+,-1918.5231000000003
SERIAL_0606,2021,New Feature,2879,Mumbai,0.4277,0.2836,Data,1,4G,6.02,40+,-414.86390000000006
SERIAL_0611,2021,Price Reduction,4199,Chennai,0.4128,0.4028,SMS,4,4G,87.28,26-40,-41.99000000000001
SERIAL_0298,2021,Price Reduction,4199,Mumbai,0.4357,0.595,SMS,2,2G,91.22,18-25,668.9006999999999
SERIAL_0293,2021,Price Reduction,2879,Chennai,0.237,0.0529,SMS,4,5G,34.37,26-40,-530.0238999999999
SERIAL_0279,2021,New Feature,2399,Chennai,0.4305,0.2768,Data,5,4G,63.74,18-25,-368.7262999999999
SERIAL_0587,2021,Plan Update,3119,Chennai,0.3004,0.5874,Call,3,4G,147.72,26-40,895.1530000000002
SERIAL_0371,2021,Plan Update,3119,Delhi,0.4156,0.16269999999999998,SMS,3,2G,58.21,40+,-788.7951
SERIAL_0538,2021,Price Reduction,2879,Chennai,0.1005,0.5375,Data,2,2G,107.07,40+,1258.1229999999998
SERIAL_0536,2021,Price Reduction,2399,Chennai,0.3222,0.2504,Data,2,4G,140.61,26-40,-172.2482
SERIAL_0455,2021,Plan Update,2879,Hyderabad,0.21359999999999998,0.5081,Data,2,5G,100.17,40+,847.8655
SERIAL_0477,2021,Price Reduction,4199,Hyderabad,0.0969,0.375,Data,1,4G,149.57,40+,1167.7419
SERIAL_0481,2021,Price Reduction,4199,Mumbai,0.4399,0.3539,SMS,2,3G,29.86,26-40,-361.11400000000003
SERIAL_0483,2021,5G Upgrade,3119,Chennai,0.3381,0.0731,SMS,5,4G,50.03,18-25,-826.5350000000001
SERIAL_0450,2021,Plan Update,4199,Kolkata,0.4178,0.1655,SMS,3,3G,140.49,18-25,-1059.4077
SERIAL_0446,2021,New Feature,3119,Kolkata,0.3188,0.1275,Data,2,4G,73.03,26-40,-596.6646999999999
SERIAL_0490,2021,Price Reduction,3119,Delhi,0.0645,0.047599999999999996,Data,3,2G,67.0,18-25,-52.711100000000016
SERIAL_0494,2021,Plan Update,2999,Bangalore,0.2547,0.2693,Data,1,2G,90.28,18-25,43.78539999999998
SERIAL_0498,2021,Price Reduction,2399,Chennai,0.39759999999999995,0.0288,Data,2,5G,83.0,40+,-884.7511999999999
SERIAL_0434,2021,5G Upgrade,2879,Hyderabad,0.07719999999999999,0.2469,Data,1,2G,56.03,26-40,488.56630000000007
SERIAL_0108,2021,5G Upgrade,2999,Hyderabad,0.1338,0.55,Call,2,4G,13.37,26-40,1248.1838
SERIAL_0412,2021,Plan Update,3119,Hyderabad,0.0004,0.40590000000000004,Call,3,4G,108.62,40+,1264.7545000000002
SERIAL_0512,2021,Plan Update,2399,Chennai,0.3586,0.21710000000000002,SMS,5,2G,116.39,26-40,-339.45849999999996
SERIAL_0516,2021,New Feature,2399,Bangalore,0.1322,0.233,Data,4,3G,123.16,26-40,241.81919999999997
SERIAL_0406,2021,Plan Update,2879,Bangalore,0.047,0.33140000000000003,Call,1,2G,53.11,26-40,818.7876000000001
SERIAL_0404,2021,Plan Update,4199,Bangalore,0.32409999999999994,0.34450000000000003,Call,5,3G,20.69,40+,85.65960000000041
SERIAL_0400,2021,New Feature,2879,Chennai,0.4456,0.20550000000000002,Data,2,2G,42.0,26-40,-691.2479
SERIAL_0139,2021,5G Upgrade,2399,Delhi,0.30510000000000004,0.0716,Data,2,3G,99.4,18-25,-560.1665
SERIAL_0525,2021,New Feature,2999,Chennai,0.1151,0.5791,SMS,4,4G,71.16,26-40,1391.5359999999998
SERIAL_0105,2021,Price Reduction,2879,Bangalore,0.11410000000000001,0.43770000000000003,SMS,2,2G,111.69,40+,931.6444000000001
SERIAL_0104,2021,Plan Update,2879,Delhi,0.3594,0.28859999999999997,Call,2,2G,126.54,26-40,-203.83320000000015
SERIAL_0622,2021,Plan Update,2879,Kolkata,0.3234,0.5803,Call,3,3G,27.5,26-40,739.6151
SERIAL_0274,2021,Plan Update,4199,Chennai,0.40990000000000004,0.0095,Data,2,4G,114.96,40+,-1681.2796000000003
SERIAL_0327,2021,Plan Update,3119,Delhi,0.22940000000000002,0.4303,Call,5,4G,118.78,18-25,626.6071000000001
SERIAL_0631,2021,New Feature,2399,Kolkata,0.3075,0.0365,Call,1,4G,35.95,26-40,-650.129
SERIAL_0687,2021,Price Reduction,2879,Mumbai,0.0285,0.5932999999999999,Call,1,5G,0.68,40+,1626.0591999999997
SERIAL_0244,2021,Plan Update,4199,Hyderabad,0.0258,0.3704,Call,5,5G,18.97,18-25,1446.9754
SERIAL_0658,2021,Price Reduction,2399,Chennai,0.493,0.2475,Call,2,5G,27.54,26-40,-588.9544999999999
SERIAL_0243,2021,5G Upgrade,3119,Bangalore,0.1002,0.5687,Data,2,2G,79.15,40+,1461.2515
SERIAL_0659,2021,Price Reduction,2399,Chennai,0.1741,0.3908,SMS,5,2G,46.49,18-25,519.8633
SERIAL_0202,2021,5G Upgrade,4199,Delhi,0.4803,0.0002,Call,5,5G,51.15,26-40,-2015.9399
SERIAL_0239,2021,New Feature,3119,Delhi,0.4793,0.38780000000000003,Call,2,3G,102.47,26-40,-285.3884999999998
SERIAL_0238,2021,New Feature,3119,Hyderabad,0.0644,0.3196,Data,2,3G,104.1,26-40,795.9688
SERIAL_0072,2021,New Feature,4199,Chennai,0.4628,0.0129,Data,2,4G,76.94,40+,-1889.1301
SERIAL_0234,2021,New Feature,2999,Chennai,0.395,0.2043,Data,1,5G,145.1,26-40,-571.9093
SERIAL_0203,2021,Price Reduction,3119,Kolkata,0.3563,0.1054,Data,3,4G,52.5,40+,-782.5571
SERIAL_0080,2021,Plan Update,4199,Bangalore,0.4526,0.4217,SMS,1,2G,29.89,26-40,-129.7491
SERIAL_0182,2021,Price Reduction,2999,Hyderabad,0.2161,0.2026,Call,3,5G,119.4,40+,-40.48649999999998
SERIAL_0676,2021,Price Reduction,2999,Hyderabad,0.2634,0.37439999999999996,Call,1,3G,106.15,18-25,332.8889999999998
SERIAL_0218,2021,New Feature,4199,Hyderabad,0.0925,0.1703,Call,3,4G,139.44,26-40,326.6822
SERIAL_0679,2021,Plan Update,2879,Delhi,0.0131,0.07150000000000001,SMS,3,4G,100.92,40+,168.13360000000003
SERIAL_0680,2021,5G Upgrade,2999,Bangalore,0.34299999999999997,0.0359,Call,2,5G,15.05,18-25,-920.9929
SERIAL_0651,2021,Price Reduction,2999,Chennai,0.1173,0.42369999999999997,Data,3,5G,71.31,40+,918.8935999999999
SERIAL_0074,2021,Price Reduction,2399,Kolkata,0.44939999999999997,0.42969999999999997,SMS,3,2G,122.04,26-40,-47.26030000000014
SERIAL_0174,2021,Price Reduction,2399,Hyderabad,0.40130000000000005,0.3347,Call,1,2G,124.52,40+,-159.77340000000015
SERIAL_0189,2021,Price Reduction,3119,Delhi,0.42829999999999996,0.2555,Call,5,4G,147.36,40+,-538.9631999999998
SERIAL_0272,2021,New Feature,4199,Chennai,0.0359,0.0174,SMS,1,4G,52.39,40+,-77.68150000000001
SERIAL_0634,2021,Plan Update,4199,Chennai,0.21100000000000002,0.10949999999999999,Data,2,3G,111.5,26-40,-426.1985000000001
SERIAL_0193,2021,Plan Update,2999,Mumbai,0.36460000000000004,0.5953,Call,1,5G,40.51,18-25,691.8693000000001
SERIAL_0194,2021,New Feature,2999,Bangalore,0.2609,0.5297999999999999,SMS,5,5G,144.91,40+,806.4310999999998
SERIAL_0636,2021,New Feature,2879,Delhi,0.24739999999999998,0.2914,Call,5,4G,119.42,26-40,126.67600000000004
SERIAL_0197,2021,Price Reduction,2879,Chennai,0.4979,0.4524,Data,5,4G,48.13,26-40,-130.9944999999998
SERIAL_0263,2021,Plan Update,3119,Mumbai,0.1634,0.1438,Data,1,3G,142.03,18-25,-61.13239999999996
SERIAL_0685,2021,Plan Update,4199,Chennai,0.34490000000000004,0.14980000000000002,SMS,1,5G,130.88,40+,-819.2249
SERIAL_0252,2021,Plan Update,2999,Hyderabad,0.0021,0.5191,SMS,4,5G,5.37,26-40,1550.483
SERIAL_0698,2021,5G Upgrade,3119,Delhi,0.2725,0.5549000000000001,SMS,3,4G,17.0,18-25,880.8056000000001
SERIAL_0639,2021,Price Reduction,2399,Kolkata,0.20980000000000001,0.2006,SMS,5,3G,96.76,18-25,-22.07080000000002
SERIAL_0692,2021,5G Upgrade,2399,Kolkata,0.0144,0.4274,Call,3,4G,35.23,40+,990.7869999999999
SERIAL_0136,2022,Plan Update,2399,Delhi,0.4357,0.128,Data,1,2G,54.57,40+,-738.1722999999998
SERIAL_0211,2022,Plan Update,2879,Hyderabad,0.4556,0.34700000000000003,Call,2,2G,62.64,26-40,-312.6593999999999
SERIAL_0004,2022,New Feature,3119,Kolkata,0.4893,0.4636,Data,4,2G,94.61,18-25,-80.15830000000005
SERIAL_0438,2022,5G Upgrade,2879,Mumbai,0.3218,0.41659999999999997,SMS,1,4G,87.44,26-40,272.92920000000004
SERIAL_0435,2022,New Feature,2399,Kolkata,0.14,0.42469999999999997,SMS,4,3G,72.09,40+,682.9952999999999
SERIAL_0002,2022,New Feature,2399,Chennai,0.17120000000000002,0.2318,SMS,4,3G,122.02,26-40,145.37939999999998
SERIAL_0122,2022,New Feature,2879,Mumbai,0.4023,0.029300000000000003,Call,1,4G,71.22,18-25,-1073.867
SERIAL_0444,2022,Plan Update,2999,Delhi,0.0348,0.2607,Data,5,4G,72.95,40+,677.4741
SERIAL_0864,2022,Plan Update,4199,Kolkata,0.2803,0.1848,Data,5,4G,10.06,40+,-401.0044999999999
SERIAL_0133,2022,Price Reduction,2879,Hyderabad,0.36810000000000004,0.5992999999999999,SMS,2,2G,32.33,26-40,665.6247999999998
SERIAL_0190,2022,Plan Update,2399,Delhi,0.35409999999999997,0.4236,Data,3,4G,60.67,40+,166.7305
SERIAL_0425,2022,Price Reduction,3119,Hyderabad,0.4763,0.32030000000000003,Data,1,4G,25.06,18-25,-486.56399999999996
SERIAL_0198,2022,New Feature,2999,Bangalore,0.4178,0.4152,SMS,4,3G,9.22,26-40,-7.797399999999925
SERIAL_0430,2022,Plan Update,2879,Bangalore,0.4583,0.48109999999999997,SMS,4,3G,114.26,40+,65.64120000000003
SERIAL_0716,2022,Price Reduction,2399,Mumbai,0.0473,0.214,Data,1,4G,88.44,18-25,399.91329999999994
SERIAL_0447,2022,Price Reduction,4199,Delhi,0.41859999999999997,0.058600000000000006,Data,3,5G,19.75,40+,-1511.6399999999999
SERIAL_0419,2022,Plan Update,2999,Hyderabad,0.4914,0.5658,Call,1,2G,59.8,40+,223.12560000000008
SERIAL_0859,2022,Plan Update,2879,Delhi,0.3443,0.1494,SMS,5,5G,4.22,18-25,-561.1170999999999
SERIAL_0223,2022,Price Reduction,2999,Hyderabad,0.14880000000000002,0.0365,Data,5,5G,56.94,40+,-336.78770000000003
SERIAL_0029,2022,5G Upgrade,3119,Chennai,0.23399999999999999,0.3948,Data,1,2G,100.44,40+,501.53520000000003
SERIAL_0284,2022,Plan Update,2399,Delhi,0.1663,0.0171,Data,5,3G,9.47,18-25,-357.93080000000003
SERIAL_0012,2022,Price Reduction,4199,Kolkata,0.2332,0.4996,Call,2,5G,58.64,40+,1118.6136000000001
SERIAL_0294,2022,5G Upgrade,4199,Chennai,0.2756,0.1067,SMS,4,3G,108.0,26-40,-709.2111
SERIAL_0269,2022,Price Reduction,3119,Delhi,0.0981,0.2188,Call,2,4G,25.21,40+,376.46329999999995
SERIAL_0299,2022,Price Reduction,4199,Chennai,0.0727,0.1764,Call,2,5G,18.43,26-40,435.4363000000001
SERIAL_0308,2022,5G Upgrade,4199,Chennai,0.4697,0.1726,Data,3,2G,57.49,26-40,-1247.5229000000002
SERIAL_0309,2022,5G Upgrade,3119,Hyderabad,0.39490000000000003,0.1332,SMS,4,3G,42.63,18-25,-816.2423000000001
SERIAL_0154,2022,New Feature,2999,Bangalore,0.0278,0.1182,SMS,2,4G,141.43,26-40,271.1096
SERIAL_0315,2022,Plan Update,3119,Hyderabad,0.10289999999999999,0.5413,Call,3,4G,142.19,18-25,1367.3696
SERIAL_0958,2022,Price Reduction,2879,Kolkata,0.146,0.2712,Data,3,5G,7.84,18-25,360.4508000000001
SERIAL_0262,2022,New Feature,2879,Delhi,0.0582,0.049800000000000004,SMS,1,3G,42.77,26-40,-24.183600000000013
SERIAL_0331,2022,New Feature,3119,Kolkata,0.2077,0.1869,Data,5,4G,86.4,40+,-64.87519999999995
SERIAL_0882,2022,New Feature,3119,Hyderabad,0.23309999999999997,0.2699,SMS,3,4G,105.64,26-40,114.77920000000006
SERIAL_0332,2022,New Feature,2879,Mumbai,0.4907,0.5951,Call,5,3G,101.75,40+,300.56759999999986
SERIAL_0150,2022,Price Reduction,2999,Chennai,0.49,0.21660000000000001,SMS,4,3G,127.51,18-25,-819.9265999999999
SERIAL_0249,2022,New Feature,2879,Mumbai,0.2767,0.36729999999999996,Call,5,5G,25.26,40+,260.8374
SERIAL_0912,2022,5G Upgrade,2999,Mumbai,0.1015,0.4815,Call,1,5G,86.92,26-40,1139.62
SERIAL_0241,2022,Plan Update,2879,Bangalore,0.4747,0.46520000000000006,SMS,3,4G,66.96,18-25,-27.350499999999784
SERIAL_0369,2022,Price Reduction,2879,Kolkata,0.19870000000000002,0.34700000000000003,Data,1,3G,54.19,40+,426.9557
SERIAL_0374,2022,Plan Update,2999,Delhi,0.18899999999999997,0.0197,Data,2,4G,55.1,26-40,-507.73069999999996
SERIAL_0377,2022,5G Upgrade,2999,Mumbai,0.3245,0.5206000000000001,Data,5,2G,48.81,40+,588.1039000000001
SERIAL_0233,2022,Plan Update,2879,Hyderabad,0.1389,0.44329999999999997,SMS,5,3G,28.06,40+,876.3675999999998
SERIAL_0388,2022,Price Reduction,2999,Chennai,0.0466,0.48229999999999995,Data,5,2G,10.87,18-25,1306.6642999999997
SERIAL_0401,2022,Plan Update,2399,Mumbai,0.4077,0.3917,SMS,3,4G,67.03,40+,-38.384000000000015
SERIAL_0887,2022,New Feature,2999,Chennai,0.35869999999999996,0.3882,Call,3,4G,5.59,18-25,88.47050000000013
SERIAL_0212,2022,Price Reduction,4199,Chennai,0.1027,0.4445,SMS,5,4G,62.18,40+,1435.2182
SERIAL_0922,2022,Price Reduction,2999,Bangalore,0.40659999999999996,0.1117,Call,1,5G,136.59,40+,-884.4051
SERIAL_0459,2022,5G Upgrade,4199,Bangalore,0.1479,0.3971,Call,4,2G,144.95,18-25,1046.3908000000001
SERIAL_0001,2022,Price Reduction,2399,Delhi,0.0926,0.08689999999999999,Call,3,2G,56.49,40+,-13.674300000000017
SERIAL_0784,2022,Price Reduction,2879,Delhi,0.495,0.40990000000000004,Call,5,5G,19.62,18-25,-245.00289999999995
SERIAL_0513,2022,5G Upgrade,4199,Delhi,0.0501,0.3518,Data,4,5G,88.1,26-40,1266.8383000000001
SERIAL_0517,2022,New Feature,2999,Delhi,0.1567,0.41979999999999995,Call,1,5G,29.46,40+,789.0368999999997
SERIAL_0666,2022,5G Upgrade,2399,Hyderabad,0.1693,0.2046,SMS,4,2G,129.06,26-40,84.68469999999996
SERIAL_0039,2022,Price Reduction,3119,Delhi,0.24420000000000003,0.3846,Data,5,5G,127.11,26-40,437.9075999999998
SERIAL_0518,2022,New Feature,2999,Hyderabad,0.2798,0.4255,Call,3,4G,73.1,18-25,436.9543
SERIAL_0815,2022,Plan Update,4199,Bangalore,0.1813,0.4955,Call,4,4G,35.06,26-40,1319.3258
SERIAL_0519,2022,Price Reduction,3119,Delhi,0.1911,0.4756,Call,5,2G,96.45,26-40,887.3555000000001
SERIAL_0466,2022,Plan Update,2999,Chennai,0.11630000000000001,0.1535,Data,4,5G,109.98,40+,111.56279999999992
SERIAL_0106,2022,Price Reduction,3119,Hyderabad,0.2026,0.5371,Data,2,2G,86.52,26-40,1043.3055000000002
SERIAL_0743,2022,Price Reduction,2999,Chennai,0.3455,0.4781,Data,4,3G,30.45,18-25,397.66740000000027
SERIAL_0524,2022,New Feature,2999,Hyderabad,0.2493,0.0977,SMS,4,3G,99.1,18-25,-454.64840000000004
SERIAL_0614,2022,5G Upgrade,4199,Kolkata,0.2639,0.3361,Data,5,2G,47.18,40+,303.16779999999994
SERIAL_0043,2022,5G Upgrade,4199,Chennai,0.2786,0.10210000000000001,SMS,4,5G,91.11,40+,-741.1234999999999
SERIAL_0580,2022,New Feature,2399,Kolkata,0.20329999999999998,0.259,SMS,5,4G,55.61,40+,133.62430000000006
SERIAL_0660,2022,Plan Update,2399,Delhi,0.2556,0.0894,Data,4,5G,90.75,40+,-398.7138
SERIAL_0749,2022,Price Reduction,2999,Delhi,0.2325,0.40840000000000004,SMS,4,4G,56.26,26-40,527.5241
SERIAL_0657,2022,Plan Update,3119,Kolkata,0.4518,0.3023,Data,2,2G,3.34,26-40,-466.29049999999995
SERIAL_0091,2022,Plan Update,2399,Delhi,0.3375,0.5515,Call,3,2G,137.96,26-40,513.3859999999999
SERIAL_0050,2022,Plan Update,3119,Delhi,0.2322,0.40020000000000006,Data,1,5G,81.93,26-40,523.9920000000002
SERIAL_0760,2022,New Feature,2879,Bangalore,0.1066,0.5178,Data,2,2G,65.14,26-40,1183.8448
SERIAL_0646,2022,5G Upgrade,2399,Delhi,0.46590000000000004,0.1272,SMS,4,3G,43.27,18-25,-812.5413000000001
SERIAL_0099,2022,5G Upgrade,4199,Kolkata,0.3507,0.34509999999999996,Data,2,5G,137.72,18-25,-23.51440000000025
SERIAL_0092,2022,5G Upgrade,4199,Hyderabad,0.2968,0.40149999999999997,Data,4,4G,65.45,18-25,439.6352999999997
SERIAL_0569,2022,5G Upgrade,2879,Delhi,0.187,0.3835,Call,2,2G,133.52,18-25,565.7235000000001
SERIAL_0644,2022,5G Upgrade,2399,Mumbai,0.4508,0.2482,Call,5,5G,15.61,18-25,-486.03740000000005
SERIAL_0757,2022,New Feature,2399,Delhi,0.4799,0.12960000000000002,SMS,4,5G,138.26,26-40,-840.3697
SERIAL_0071,2022,New Feature,2879,Bangalore,0.2552,0.4378,SMS,2,2G,13.38,18-25,525.7054000000002
SERIAL_0568,2022,New Feature,2399,Hyderabad,0.1892,0.40490000000000004,Data,2,5G,125.9,18-25,517.4643000000001
SERIAL_0771,2022,5G Upgrade,2879,Mumbai,0.39490000000000003,0.5268,Data,4,4G,98.31,40+,379.7401
